week,team,user,week total,ec,1stf,ATW,6pack,3rdf,Donation,qs,2ndf,popup,WO Q,QS Q,ao_list
6,Dancer,Cutler,81,18,24,5,6,5,3,5,5,3,1,,"da-grizz, ravens-nest, the-colosseum, the-olympiad, the-ridge"
1,Prancer,Depends (3rdF Q),81,16,30,5,8,5,3,5,5,3,,1,"black-rock, da-grizz, el-coyote, the-colosseum, the-grove, the-olympiad, the-silo"
1,Dancer,Hodl,80,16,30,5,8,5,3,5,5,3,,,"black-rock, el-coyote, the-colosseum, the-olympiad, the-ridge, the-silo"
1,Prancer,Hank Hill,80,15,30,5,8,5,3,5,5,3,1,,"black-rock, da-grizz, el-coyote, ravens-nest, the-colosseum, the-grove"
1,Prancer,Spit Valve,80,18,27,5,7,5,3,5,5,3,1,1,"da-grizz, el-coyote, the-colosseum, the-grove, the-silo"
2,Dancer,Hodl,79,18,27,5,7,5,3,5,5,3,1,,"el-coyote, ravens-nest, the-colosseum, the-olympiad, the-ridge"
3,Prancer,Depends (3rdF Q),79,15,30,5,8,5,3,5,5,3,,,"black-rock, el-coyote, ravens-nest, the-colosseum, the-grove, the-olympiad"
1,Prancer,Nemo,79,18,27,5,7,5,3,5,5,3,1,,"black-rock, da-grizz, el-coyote, the-colosseum, the-grove, the-silo"
2,Dasher,Scratch and Dent,78,18,27,5,7,5,3,5,5,3,,,"black-rock, da-grizz, el-coyote, the-colosseum, the-ridge, the-silo"
5,Dancer,Pop-Tart,77,15,24,5,6,5,3,5,5,3,,1,"black-rock, da-grizz, el-coyote, the-colosseum, the-silo"
6,Dancer,Ricochet,77,18,30,5,8,5,3,5,,3,,,"da-grizz, el-coyote, ravens-nest, the-colosseum, the-olympiad, the-ridge"
3,Comet,Bob Villa,76,15,27,5,7,5,3,5,5,3,1,,"da-grizz, el-coyote, the-colosseum, the-grove, the-olympiad, the-silo"
4,Dancer,Hodl,76,15,27,5,7,5,3,5,5,3,1,,"black-rock, da-grizz, el-coyote, the-colosseum, the-olympiad, the-ridge, the-silo"
2,Dasher,BABYMOMMA,76,15,30,5,8,5,,5,5,3,,,"black-rock, da-grizz, el-coyote, the-colosseum, the-silo"
5,Dancer,Cutler,75,18,21,5,5,5,3,5,5,3,,,"black-rock, da-grizz, the-grove, the-olympiad, the-ridge, the-silo"
1,Dasher,Scratch and Dent,75,14,28,5,7,5,3,5,5,3,,,"black-rock, el-coyote, the-colosseum, the-grove, the-olympiad, the-silo"
4,Prancer,Boomer,75,15,27,5,7,5,3,5,5,3,,,"black-rock, da-grizz, el-coyote, the-colosseum, the-silo"
5,Rudolph,Ricola,75,18,24,5,6,5,3,5,5,3,1,,"black-rock, da-grizz, ravens-nest, the-colosseum, the-ridge"
1,Donner,Storm Chaser,74,15,30,5,8,5,3,5,,3,,,"black-rock, da-grizz, ravens-nest, the-colosseum, the-olympiad"
6,Prancer,Boomer,74,15,21,5,5,5,3,5,5,3,1,,"da-grizz, el-coyote, ravens-nest, the-colosseum, the-grove"
3,Comet,Peterbilt,72,3,33,5,9,5,3,5,5,3,1,,"da-grizz, el-coyote, ravens-nest, the-colosseum, the-ridge"
2,Cupid,Soft Hands,72,18,23,5,5,5,3,5,5,3,,,"black-diamond, da-grizz, el-coyote, the-colosseum, the-ridge"
5,Prancer,Depends (3rdF Q),72,14,21,5,5,5,3,5,5,3,,1,"black-rock, da-grizz, ravens-nest, the-olympiad, the-ridge, the-silo"
1,Cupid,Duck Hunt,71,18,25,5,6,,3,5,5,3,1,,"black-diamond, da-grizz, el-coyote, ravens-nest, the-colosseum, the-olympiad"
2,Dancer,Cutler,70,18,24,5,6,,3,5,5,3,,1,"ravens-nest, the-colosseum, the-grove, the-olympiad, the-ridge"
3,Dancer,Cutler,70,18,25,5,6,,3,5,5,3,,,"black-diamond, the-colosseum, the-grove, the-olympiad, the-ridge, the-silo"
4,Dasher,Doozie,70,15,27,5,7,,3,5,5,3,,,"black-rock, da-grizz, el-coyote, the-colosseum, the-grove, the-silo"
1,Dasher,Zimmer,70,14,28,5,7,5,3,5,,3,,,"black-rock, el-coyote, the-colosseum, the-grove, the-olympiad, the-silo"
2,Prancer,Depends (3rdF Q),70,18,21,5,5,5,3,5,5,3,,,"black-rock, da-grizz, ravens-nest, the-colosseum, the-grove"
3,Prancer,Dilbert,70,18,21,5,5,5,3,5,5,3,,,"black-rock, da-grizz, el-coyote, the-grove, the-olympiad, the-ridge, the-silo"
3,Rudolph,Ricola,70,18,25,,6,5,3,5,5,3,,,black-rock
4,Comet,Mahomes,69,15,22,5,5,5,3,5,5,3,,1,"black-diamond, el-coyote, the-colosseum, the-olympiad, the-silo"
1,Prancer,YellowPages,69,16,21,5,5,5,3,5,5,3,,1,"black-rock, da-grizz, el-coyote, ravens-nest, the-colosseum, the-grove"
4,Dancer,Ricochet,68,18,27,5,7,,3,5,,3,,,"da-grizz, el-coyote, the-colosseum, the-olympiad, the-ridge"
6,Rudolph,Foreclosure,68,18,19,5,4,,3,5,5,3,,,"black-rock, ravens-nest, the-colosseum, the-olympiad, the-ridge"
3,Blitzen,Schlitz,67,18,18,5,4,5,3,5,5,3,1,,"black-rock, da-grizz, dmz, the-colosseum, the-grove"
5,Comet,Peterbilt,67,6,27,5,7,5,3,5,5,3,1,,"black-rock, da-grizz, el-coyote, the-colosseum, the-grove, the-olympiad"
1,Dancer,Cutler,67,16,24,5,6,,3,5,5,3,,,"black-rock, the-colosseum, the-olympiad, the-ridge, the-silo"
3,Dancer,Sparky,67,18,18,5,4,5,3,5,5,3,1,,"el-coyote, the-colosseum, the-grove, the-ridge, the-silo"
6,Dancer,Sparky,67,9,24,,6,5,3,5,5,3,1,,"da-grizz, el-coyote, the-olympiad"
1,Dasher,Doozie,67,14,25,5,6,,3,5,5,3,1,,"black-diamond, black-rock, el-coyote, the-colosseum, the-grove, the-silo"
2,Dasher,Norm,67,15,25,,6,5,3,5,5,3,,,"da-grizz, the-colosseum"
2,Prancer,Boomer,67,14,21,5,5,5,3,5,5,3,,1,"da-grizz, el-coyote, ravens-nest, the-colosseum, the-grove"
2,Dasher,Zimmer,66,9,25,5,6,5,3,5,5,3,,,"black-diamond, black-rock, da-grizz, el-coyote, the-colosseum, the-silo"
3,Donner,Chum Bucket,66,12,22,5,5,5,3,5,5,3,,1,"da-grizz, dmz, el-coyote, the-ridge, the-silo"
6,Donner,Chum Bucket,66,10,24,5,6,5,3,5,5,3,,,"black-rock, ravens-nest, the-colosseum, the-grove, the-ridge"
5,Prancer,Boomer,66,13,18,5,4,5,3,5,5,3,,,"da-grizz, el-coyote, ravens-nest, the-colosseum, the-grove"
4,Comet,Peterbilt,65,1,34,5,9,5,3,5,,3,,,"da-grizz, el-coyote, ravens-nest, the-colosseum, the-ridge"
2,Dancer,Sparky,65,18,21,,5,5,3,5,5,3,,,"da-grizz, el-coyote, the-colosseum"
2,Dasher,UPS,65,12,21,5,5,5,3,5,5,3,1,,"black-rock, da-grizz, ravens-nest, the-colosseum, the-ridge, the-silo"
1,Prancer,Boomer,65,13,21,5,5,5,3,5,5,3,,,"da-grizz, el-coyote, ravens-nest, the-colosseum, the-grove"
3,Prancer,Boomer,65,14,24,5,6,,3,5,5,3,,,"da-grizz, el-coyote, ravens-nest, the-colosseum, the-grove"
3,Dancer,Foghorn,63,12,21,5,5,5,3,5,5,,1,1,"el-coyote, the-colosseum, the-olympiad, the-ridge, the-silo"
6,Dancer,Foghorn,63,11,18,5,4,5,3,5,5,,1,,"da-grizz, the-colosseum, the-olympiad, the-ridge, the-silo"
6,Dancer,Phoenix,63,5,21,5,5,5,3,5,5,3,,,"black-rock, da-grizz, el-coyote, the-colosseum, the-olympiad, the-silo"
1,Donner,Chum Bucket,63,11,21,5,5,5,3,5,5,3,,,"el-coyote, the-colosseum, the-grove, the-ridge, the-silo"
5,Donner,Chum Bucket,63,11,21,5,5,5,3,5,5,3,,,"black-rock, el-coyote, the-colosseum, the-olympiad, the-ridge"
2,Prancer,YellowPages,63,7,24,5,6,5,3,5,5,3,,,"black-rock, da-grizz, el-coyote, ravens-nest, the-colosseum, the-grove"
1,Dancer,Dear Abby,62,15,21,5,5,,3,5,5,3,,,"black-rock, el-coyote, the-olympiad, the-ridge, the-silo"
3,Dasher,BABYMOMMA,62,15,21,,5,5,3,5,5,3,,,"black-rock, da-grizz, el-coyote, the-silo"
2,Donner,Chum Bucket,62,9,22,5,5,5,3,5,5,3,,,"black-diamond, black-rock, da-grizz, dmz, el-coyote, the-ridge"
5,Prancer,Nemo,62,12,21,5,5,5,,5,5,3,1,,"black-rock, el-coyote, the-colosseum, the-grove, the-silo"
4,Rudolph,Foreclosure,62,18,18,5,4,,3,5,5,3,1,,"black-rock, el-coyote, ravens-nest, the-colosseum, the-olympiad"
1,Rudolph,Ringo,62,9,21,5,5,5,3,5,5,3,1,,"black-rock, da-grizz, el-coyote, ravens-nest, the-colosseum, the-grove"
2,Comet,Peterbilt,61,2,33,5,9,,3,5,,3,1,,"black-rock, el-coyote, the-colosseum, the-ridge, the-silo"
1,Dancer,Pop-Tart,61,10,24,5,6,,3,5,5,3,,,"black-rock, el-coyote, the-olympiad, the-ridge, the-silo"
3,Dancer,Ricochet,61,18,24,5,6,,,,5,3,,,"el-coyote, the-colosseum, the-grove, the-olympiad, the-ridge, the-silo"
1,Dancer,Sparky,61,18,18,,4,5,3,5,5,3,,,"da-grizz, el-coyote, the-colosseum, the-olympiad"
4,Dancer,Sparky,61,18,18,,4,5,3,5,5,3,,,"el-coyote, the-colosseum, the-grove, the-olympiad"
4,Donner,Chum Bucket,61,12,19,5,4,5,3,5,5,3,,,"black-diamond, black-rock, el-coyote, ravens-nest, the-grove, the-silo"
1,Comet,Happy Camper,60,11,18,5,4,5,3,5,5,3,1,,"da-grizz, dmz, the-colosseum, the-ridge, the-silo"
1,Vixen,Blue Gill,60,12,21,5,5,,3,5,5,3,1,,"dmz, the-colosseum, the-olympiad, the-ridge, the-silo"
2,Donner,Bedpan,59,11,21,5,5,5,3,5,,3,1,,"black-rock, da-grizz, dmz, the-colosseum, the-olympiad, the-ridge"
4,Prancer,Depends (3rdF Q),59,12,21,5,5,,3,5,5,3,,,"black-rock, da-grizz, el-coyote, ravens-nest, the-silo"
2,Prancer,Nemo,59,15,21,5,5,,,5,5,3,,,"black-rock, el-coyote, the-colosseum, the-grove, the-olympiad"
4,Rudolph,Ricola,59,15,19,,4,5,3,5,5,3,,,el-coyote
4,Blitzen,Schlitz,58,9,18,5,4,5,3,5,5,3,1,,"black-rock, da-grizz, dmz, the-colosseum, the-grove"
4,Comet,Happy Camper,58,9,18,5,4,5,3,5,5,3,1,,"black-rock, the-colosseum, the-grove, the-ridge, the-silo"
1,Comet,Peterbilt,58,2,27,5,7,5,3,5,,3,1,,"el-coyote, the-colosseum, the-olympiad, the-ridge, the-silo"
6,Donner,Bedpan,58,9,18,5,4,,3,5,5,3,,,"black-rock, da-grizz, dmz, the-colosseum, the-olympiad, the-ridge"
6,Rudolph,Celine Dion,58,12,21,5,5,,,5,,3,1,,"black-rock, da-grizz, ravens-nest, the-grove, the-ridge"
2,Rudolph,Ricola,58,9,23,,5,5,3,5,5,3,,,
1,Donner,Mr. Kotter,57,18,24,5,6,,,,,3,1,,"da-grizz, el-coyote, the-colosseum, the-grove, the-olympiad, the-ridge"
5,Rudolph,Ringo,57,,24,5,6,5,3,5,5,3,1,,"black-rock, da-grizz, el-coyote, ravens-nest, the-colosseum"
4,Comet,DJ Sump Pump,56,5,28,,7,,3,5,5,3,,,the-ridge
3,Comet,Happy Camper,56,13,18,5,4,,3,5,5,3,,,"da-grizz, the-colosseum, the-grove, the-ridge, the-silo"
1,Comet,Pull-up,56,15,15,5,,5,3,5,5,3,,,"the-colosseum, the-grove, the-olympiad, the-ridge, the-silo"
3,Comet,Pull-up,56,15,15,5,,5,3,5,5,3,,,"the-colosseum, the-grove, the-olympiad, the-ridge, the-silo"
5,Dancer,Foghorn,56,12,18,,4,5,3,5,,3,1,,"da-grizz, the-olympiad, the-ridge, the-silo"
5,Donner,Bedpan,56,7,21,5,5,,,5,5,3,,,"black-rock, da-grizz, the-colosseum, the-olympiad, the-ridge"
6,Donner,Storm Chaser,56,14,25,5,6,,3,,,3,,,"black-rock, ravens-nest, the-colosseum, the-olympiad, the-ridge"
6,Prancer,Dilbert,56,9,15,5,,5,3,5,5,3,,,"black-rock, ravens-nest, the-olympiad, the-ridge, the-silo"
6,Prancer,YellowPages,56,3,21,5,5,,3,5,5,3,,,"black-rock, da-grizz, ravens-nest, the-colosseum, the-olympiad"
3,Vixen,Blue Gill,56,8,21,5,5,,3,5,5,3,1,,"dmz, the-colosseum, the-grove, the-ridge, the-silo"
1,Vixen,Dilly Dilly,56,13,21,5,5,,3,5,,3,1,,"dmz, the-colosseum, the-grove, the-ridge, the-silo"
2,Blitzen,Schlitz,55,9,18,5,4,5,3,5,5,,1,,"dmz, the-colosseum, the-grove, the-ridge, the-silo"
5,Comet,Bob Villa,55,7,20,5,4,,,5,5,3,1,,"black-diamond, el-coyote, the-colosseum, the-olympiad, the-ridge"
2,Comet,Happy Camper,55,11,18,5,4,5,3,5,,3,1,,"da-grizz, the-colosseum, the-grove, the-ridge, the-silo"
2,Cupid,Duck Hunt,55,15,19,,4,5,,5,5,,1,1,"black-diamond, da-grizz, ravens-nest, the-colosseum"
1,Cupid,Soft Hands,55,12,22,5,5,,3,,5,3,,,"black-diamond, el-coyote, the-colosseum, the-olympiad, the-ridge"
6,Cupid,Soft Hands,55,12,18,5,4,5,3,,5,3,,,"black-rock, da-grizz, the-colosseum, the-olympiad, the-ridge"
1,Dancer,Foghorn,55,12,18,5,4,,3,5,5,3,,,"el-coyote, the-colosseum, the-olympiad, the-ridge, the-silo"
1,Dancer,Phoenix,55,3,27,5,7,,,5,5,3,,,"black-rock, da-grizz, el-coyote, the-colosseum, the-olympiad, the-silo"
3,Dancer,Phoenix,55,3,27,5,7,,3,5,5,,,,"da-grizz, el-coyote, the-colosseum, the-grove, the-olympiad, the-silo"
1,Dancer,Ricochet,55,18,21,5,5,,3,,,3,,,"el-coyote, the-colosseum, the-olympiad, the-ridge, the-silo"
2,Dancer,Ricochet,55,18,21,5,5,,3,,,3,,,"el-coyote, the-colosseum, the-olympiad, the-ridge, the-silo"
5,Dancer,Ricochet,55,18,21,5,5,,3,,,3,,,"el-coyote, the-colosseum, the-grove, the-olympiad, the-ridge, the-silo"
1,Donner,Bedpan,55,7,18,5,4,5,3,5,5,3,,,"da-grizz, dmz, the-colosseum, the-grove, the-olympiad, the-ridge"
6,Comet,Mahomes,54,6,24,,6,5,3,5,5,,,,"da-grizz, el-coyote, the-colosseum, the-olympiad"
3,Dancer,Cinderella,54,13,18,5,4,,3,5,5,,1,,"el-coyote, the-colosseum, the-olympiad, the-ridge, the-silo"
2,Dancer,Pop-Tart,54,2,24,5,6,,3,5,5,3,1,,"da-grizz, el-coyote, ravens-nest, the-colosseum, the-olympiad"
6,Dancer,Waffle House,54,5,21,5,5,5,3,5,5,,,,"black-rock, da-grizz, el-coyote, the-colosseum, the-olympiad, the-silo"
4,Dasher,Jellystone,54,15,18,5,4,,3,,5,3,1,,"black-rock, da-grizz, the-colosseum, the-grove, the-olympiad, the-silo"
2,Donner,Storm Chaser,54,5,21,5,5,5,,5,5,3,,,"da-grizz, dmz, the-colosseum, the-olympiad, the-ridge"
3,Donner,Storm Chaser,54,9,22,5,5,,3,5,5,,,,"black-rock, da-grizz, the-olympiad, the-ridge, the-silo"
4,Cupid,Soft Hands,53,15,18,5,4,,3,,5,3,,,"black-rock, el-coyote, ravens-nest, the-colosseum, the-olympiad"
2,Dasher,Old Maid,53,6,21,5,5,,3,5,5,3,,,"el-coyote, the-colosseum, the-grove, the-ridge, the-silo"
1,Dasher,Rooney,53,15,22,,5,,3,,5,3,,,"black-rock, the-colosseum, the-olympiad"
1,Donner,Juanita,53,15,18,5,4,5,3,,,3,,,"da-grizz, the-colosseum, the-grove, the-ridge, the-silo"
2,Vixen,Blue Gill,53,4,22,5,5,,3,5,5,3,1,,"black-diamond, dmz, the-colosseum, the-ridge, the-silo"
4,Comet,Bob Villa,52,12,21,5,5,,,5,,3,1,,"black-rock, el-coyote, the-colosseum, the-grove, the-olympiad"
1,Comet,Pearl,52,9,18,5,4,,3,5,5,3,,,"da-grizz, the-colosseum, the-grove, the-ridge, the-silo"
3,Comet,Pearl,52,9,18,5,4,,3,5,5,3,,,"el-coyote, the-colosseum, the-grove, the-ridge, the-silo"
5,Comet,Pull-up,52,9,16,5,,,3,5,5,3,1,,"black-diamond, dmz, the-grove, the-ridge, the-silo"
1,Dancer,Cinderella,52,9,18,5,4,5,3,,5,3,,,"da-grizz, the-colosseum, the-olympiad, the-ridge, the-silo"
4,Dasher,BABYMOMMA,52,12,18,,4,5,,5,5,3,,,"black-rock, el-coyote, the-colosseum"
2,Donner,Juanita,52,15,21,5,5,,3,,,3,,,"da-grizz, the-colosseum, the-grove, the-ridge, the-silo"
2,Vixen,Dilly Dilly,52,14,22,5,5,,,5,,,1,,"black-diamond, dmz, the-colosseum, the-ridge, the-silo"
2,Comet,Pull-up,51,15,15,5,,5,3,5,,3,,,"the-colosseum, the-grove, the-olympiad, the-ridge, the-silo"
6,Dancer,Cinderella,51,5,22,5,5,5,3,,5,,1,,"black-diamond, da-grizz, the-colosseum, the-olympiad, the-ridge"
6,Dancer,Dear Abby,51,9,21,5,5,,3,5,,3,,,"da-grizz, the-colosseum, the-olympiad, the-ridge, the-silo"
2,Dancer,Foghorn,51,12,18,5,4,,3,5,,3,1,,"el-coyote, the-colosseum, the-olympiad, the-ridge, the-silo"
1,Prancer,Dilbert,51,15,15,,,5,3,5,5,3,,,"the-colosseum, the-grove, the-ridge"
4,Prancer,Nemo,51,10,19,5,4,5,3,5,,,,,"black-diamond, black-rock, ravens-nest, the-colosseum, the-silo"
6,Rudolph,Napster,51,12,15,5,,,,5,5,3,,,"black-rock, da-grizz, the-colosseum, the-grove, the-olympiad"
1,Dasher,Old Maid,50,6,18,5,4,5,3,,5,3,1,,"the-colosseum, the-grove, the-olympiad, the-ridge, the-silo"
1,Donner,Hanger,50,12,18,5,4,,3,,5,3,,,"da-grizz, the-colosseum, the-grove, the-olympiad, the-ridge"
2,Prancer,Dilbert,50,9,15,5,,5,3,5,5,3,,,"black-rock, el-coyote, the-colosseum, the-olympiad, the-ridge"
2,Dasher,Doozie,49,9,19,5,4,5,3,,,3,1,,"black-diamond, black-rock, el-coyote, the-colosseum, the-grove, the-ridge"
3,Dasher,Norm,49,12,21,,5,,3,,5,3,,,the-colosseum
5,Prancer,YellowPages,49,,18,,4,5,3,5,5,3,1,,"da-grizz, el-coyote, the-grove, the-olympiad"
5,Rudolph,Celine Dion,49,9,18,,4,5,,5,,3,,,"black-rock, da-grizz, ravens-nest, the-grove"
2,Rudolph,Foreclosure,49,12,20,,4,,3,5,5,,,,"black-diamond, the-colosseum, the-olympiad"
4,Comet,Pull-up,48,11,15,5,,,3,5,5,3,1,,"dmz, the-colosseum, the-grove, the-olympiad, the-ridge"
6,Vixen,Dilly Dilly,48,11,22,5,5,,,5,,,,,"black-diamond, dmz, the-colosseum, the-grove, the-ridge"
6,Comet,Pull-up,47,12,16,5,,,3,5,,,,,"black-diamond, the-colosseum, the-grove, the-ridge, the-silo"
2,Comet,Six Sheets,47,15,18,5,4,,,5,,,,,"black-rock, el-coyote, the-colosseum, the-grove, the-olympiad"
