user_name,Team,HS,Total_Points,Post_count,ec,FNG1,FNG5,FNG_VQ
Hanger,Donner,10,178,25,39,<NA>,<NA>,<NA>
Hank Hill,Prancer,10,567,71,105,<NA>,<NA>,<NA>
Happy Camper,Comet,20,342,36,56,<NA>,<NA>,<NA>
Hat Trick,Vixen,0,95,15,21,<NA>,<NA>,<NA>
Hatchet (Lizard Q),Comet,0,123,18,18,<NA>,<NA>,<NA>
Heifer,Comet,0,49,11,0,3,5,<NA>
Hodl,Dancer,20,525,58,106,<NA>,<NA>,<NA>
Homer Simpson,Rudolph,0,76,7,6,<NA>,<NA>,<NA>
Hot Boxx,Prancer,0,11,1,0,<NA>,<NA>,<NA>
Hot Lava,Comet,10,581,74,111,<NA>,<NA>,<NA>
Hot Pants,Comet,0,9,2,0,3,0,0
Hydrant,Vixen,0,7,1,1,<NA>,<NA>,<NA>
Italian Ice,Rudolph,0,109,27,3,<NA>,<NA>,<NA>
Jellystone,Dasher,20,221,24,51,<NA>,<NA>,<NA>
John Denver,Donner,10,112,16,39,<NA>,<NA>,<NA>
Juanita,Donner,20,238,31,48,<NA>,<NA>,<NA>
Jugz,Comet,0,15,2,3,3,0,<NA>
Just Dance,Blitzen,10,111,14,39,<NA>,<NA>,<NA>
Kidney Beans,Blitzen,0,83,17,27,<NA>,<NA>,<NA>
Kindle,Vixen,0,9,2,3,3,0,0
LaRussa,Dasher,0,33,4,6,<NA>,<NA>,<NA>
Laces Out,Cupid,0,26,7,0,<NA>,<NA>,<NA>
Large Marge,Donner,0,12,3,0,<NA>,<NA>,<NA>
Liberty Biberty,Prancer,0,173,27,38,<NA>,<NA>,<NA>
Lot lizard,Cupid,0,23,3,6,<NA>,<NA>,<NA>
Mahomes,Comet,20,468,54,81,<NA>,<NA>,<NA>
Manhole,Comet,20,583,72,111,<NA>,<NA>,<NA>
Mapquest,Rudolph,0,33,11,0,<NA>,<NA>,<NA>
Marinara,Rudolph,0,30,8,0,3,5,7
Martha Stewart,Dancer,20,61,9,8,3,5,0
Meta,Comet,20,637,86,102,<NA>,<NA>,<NA>
Moist,Donner,0,107,17,37,<NA>,<NA>,<NA>
Morticia,Blitzen,0,112,24,15,<NA>,<NA>,<NA>
Mr. Belding,Donner,0,119,20,40,<NA>,<NA>,<NA>
Mr. Kotter,Donner,10,202,35,27,<NA>,<NA>,<NA>
Napster,Rudolph,10,271,32,48,<NA>,<NA>,<NA>
Nemo,Prancer,20,406,45,88,<NA>,<NA>,<NA>
Nickelback,Rudolph,0,39,6,0,<NA>,<NA>,<NA>
Norm,Dasher,20,230,27,51,<NA>,<NA>,<NA>
Old Maid,Dasher,0,183,25,12,<NA>,<NA>,<NA>
Olive Oyl,Dasher,0,108,11,6,<NA>,<NA>,<NA>
Ollie,Vixen,0,8,1,0,<NA>,<NA>,<NA>
Otto Man,Cupid,0,19,6,1,<NA>,<NA>,<NA>
Ozark,Dancer,0,37,7,2,<NA>,<NA>,<NA>
PFG,Prancer,10,169,35,12,<NA>,<NA>,<NA>
Party in a bottle,Dancer,10,176,25,27,<NA>,<NA>,<NA>
Pearl,Comet,10,232,22,30,<NA>,<NA>,<NA>
Peashooter,Donner,0,72,12,18,<NA>,<NA>,<NA>
Pee Wee Herman,Blitzen,0,113,28,8,<NA>,<NA>,<NA>
Peterbilt,Comet,0,371,59,14,<NA>,<NA>,<NA>
Phoenix,Dancer,0,308,43,17,<NA>,<NA>,<NA>
Picasso,Cupid,0,171,27,66,<NA>,<NA>,<NA>
Pit Boss,Donner,0,42,8,10,3,5,0
Pop-Tart,Dancer,10,378,45,53,<NA>,<NA>,<NA>
Pull-up,Comet,20,344,32,77,<NA>,<NA>,<NA>
Quatro,Vixen,0,79,16,5,<NA>,<NA>,<NA>
Rabbit,Rudolph,0,18,6,0,3,5,0
Ricochet,Dancer,0,385,50,111,<NA>,<NA>,<NA>
Ricola,Rudolph,20,424,48,84,<NA>,<NA>,<NA>
Ringo,Rudolph,20,297,35,25,<NA>,<NA>,<NA>
Rooney,Dasher,10,173,27,36,<NA>,<NA>,<NA>
Safety Meeting,Dancer,0,12,2,6,<NA>,<NA>,<NA>
Sailer Moon,Blitzen,0,9,3,0,<NA>,<NA>,<NA>
Scat,Dasher,0,37,4,0,<NA>,<NA>,<NA>
Schlitz,Blitzen,10,297,32,50,<NA>,<NA>,<NA>
Scratch and Dent,Dasher,20,557,67,104,<NA>,<NA>,<NA>
Scuba Steve,Vixen,0,165,27,16,<NA>,<NA>,<NA>
Second Best,Comet,0,31,5,3,3,5,<NA>
Sensodyne,Prancer,10,53,9,10,<NA>,<NA>,<NA>
Shankapotomus,Comet,0,112,21,3,<NA>,<NA>,<NA>
Singer,Cupid,10,147,23,40,<NA>,<NA>,<NA>
Six Sheets,Comet,0,161,26,42,3,5,<NA>
Sizzler,Cupid,0,60,14,3,<NA>,<NA>,<NA>
SkidMark,Blitzen,0,68,15,23,<NA>,<NA>,<NA>
Slapshot,Rudolph,0,102,26,0,<NA>,<NA>,<NA>
Slinky,Prancer,0,18,3,3,3,0,<NA>
Sloppy Joe,Prancer,0,18,6,0,<NA>,<NA>,<NA>
SoccerMom,Vixen,0,32,8,0,3,5,<NA>
Soft Hands,Cupid,10,332,36,84,<NA>,<NA>,<NA>
Sparkler,Cupid,0,220,27,82,<NA>,<NA>,<NA>
Sparky,Dancer,20,409,38,99,<NA>,<NA>,<NA>
Spike Horn,Cupid,0,65,11,9,<NA>,<NA>,<NA>
Spirit,Cupid,0,11,2,0,<NA>,<NA>,<NA>
Spit Valve,Prancer,20,586,70,111,<NA>,<NA>,<NA>
Stitch,Vixen,0,28,8,4,3,5,0
Storm Chaser,Donner,0,335,46,56,<NA>,<NA>,<NA>
TPS Report,Vixen,0,25,3,13,3,0,<NA>
The Vault,Prancer,0,60,8,0,3,5,0
The Worm,Prancer,0,81,15,8,<NA>,<NA>,<NA>
Thesaurus,Dancer,0,91,18,0,<NA>,<NA>,<NA>
Tighty Whities,Comet,0,166,26,11,3,5,<NA>
Tinfoil,Prancer,10,168,30,33,3,5,<NA>
Toby,Comet,0,11,1,0,3,0,<NA>
Trickle,Donner,0,48,8,6,<NA>,<NA>,<NA>
Trifecta,Dasher,0,155,14,51,<NA>,<NA>,<NA>
Trojan,Dasher,0,22,4,0,3,0,<NA>
TruGreen,Dancer,0,129,7,0,<NA>,<NA>,<NA>
Tweety,Vixen,0,84,14,33,<NA>,<NA>,<NA>
UPS,Dasher,0,231,28,42,<NA>,<NA>,<NA>
Underdog,Rudolph,0,131,25,42,<NA>,<NA>,<NA>
Waffle House,Dancer,0,137,21,5,3,5,0
Wet Bandit,Prancer,0,15,3,3,<NA>,<NA>,<NA>
Wing Stop (F3 Naperville),Comet,0,140,24,15,<NA>,<NA>,<NA>
Woody,Blitzen,0,22,5,2,<NA>,<NA>,<NA>
Xena- Warrior Princess,Blitzen,0,117,16,0,<NA>,<NA>,<NA>
YellowPages,Prancer,10,322,40,29,<NA>,<NA>,<NA>
Zimmer,Dasher,10,285,32,48,<NA>,<NA>,<NA>
fuzzy navel,Donner,20,238,16,33,<NA>,<NA>,<NA>
pep boys,Comet,0,3,1,0,3,0,<NA>
vern,Vixen,0,137,26,30,<NA>,<NA>,<NA>
